eval/mean_reward,time/total_timesteps,eval/mean_ep_length,time/time_elapsed,rollout/ep_len_mean,time/fps,time/iterations,rollout/ep_rew_mean,train/n_updates,train/value_loss,train/clip_fraction,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/clip_range,train/loss,train/explained_variance,train/approx_kl
0.30000000447034836,133000,1000.0,,,,,,,,,,,,,,,
,133120,,5371,1000.0,24,65,0.716,,,,,,,,,,
0.30000000447034836,134000,1000.0,,,,,,650,7.66887280121864e-05,0.18037109375,0.0003,-5.7051646813750265,-0.02545625436177943,0.2,-0.045773934572935104,0.9600569903850555,0.015705967
0.30000000447034836,135000,1000.0,,,,,,,,,,,,,,,
,135168,,5452,1000.0,24,66,0.7170000000000001,,,,,,,,,,
0.4000000059604645,136000,1000.0,,,,,,660,9.843645020168879e-05,0.196435546875,0.0003,-5.613539420068264,-0.02378596932103392,0.2,-0.028780940920114517,0.9836530294269323,0.021157624
0.4000000059604645,137000,1000.0,,,,,,,,,,,,,,,
,137216,,5534,1000.0,24,67,0.72,,,,,,,,,,
0.4000000059604645,138000,1000.0,,,,,,670,0.00012358429351593258,0.17783203125,0.0003,-5.557382255792618,-0.02260150280490052,0.2,-0.03991969674825668,0.9570132493972778,0.016167816
0.4000000059604645,139000,1000.0,,,,,,,,,,,,,,,
,139264,,5616,1000.0,24,68,0.7179999999999999,,,,,,,,,,
0.4000000059604645,140000,1000.0,,,,,,680,6.444179725519916e-05,0.205908203125,0.0003,-6.127992260456085,-0.018586918074288406,0.2,-0.02293507196009159,0.9754264112561941,0.016548838
0.4000000059604645,141000,1000.0,,,,,,,,,,,,,,,
,141312,,5698,1000.0,24,69,0.716,,,,,,,,,,
0.4000000059604645,142000,1000.0,,,,,,690,0.00014051933640786275,0.19443359375,0.0003,-5.643873244524002,-0.02209729877940845,0.2,-0.016729114577174187,0.9563978426158428,0.014527956
0.4000000059604645,143000,1000.0,,,,,,,,,,,,,,,
,143360,,5779,1000.0,24,70,0.723,,,,,,,,,,
0.4000000059604645,144000,1000.0,,,,,,700,0.0009444568995149894,0.13955078125,0.0003,-5.573500755429268,-0.016868780061486177,0.2,-0.028952131047844887,0.8372400403022766,0.012631251
0.4000000059604645,145000,1000.0,,,,,,,,,,,,,,,
,145408,,5861,994.98,24,71,0.7290000000000001,,,,,,,,,,
0.4000000059604645,146000,1000.0,,,,,,710,0.0012844980976296938,0.192333984375,0.0003,-5.666939821839333,-0.01515847590926569,0.2,-0.03126049041748047,0.6548241674900055,0.018076833
0.4000000059604645,147000,1000.0,,,,,,,,,,,,,,,
,147456,,5943,991.18,24,72,0.7390000000000002,,,,,,,,,,
0.4000000059604645,148000,1000.0,,,,,,720,0.00119277754374707,0.192919921875,0.0003,-5.582214127480984,-0.013158615343854763,0.2,-0.03469789773225784,0.7798319905996323,0.013604337
0.4000000059604645,149000,1000.0,,,,,,,,,,,,,,,
,149504,,6024,991.78,24,73,0.7510000000000001,,,,,,,,,,
0.4000000059604645,150000,1000.0,,,,,,730,0.00036837072860862463,0.183837890625,0.0003,-5.535706354677677,-0.016383797838352622,0.2,0.06241390481591225,0.9072679877281189,0.01729025
0.4000000059604645,151000,1000.0,,,,,,,,,,,,,,,
,151552,,6106,967.61,24,74,0.7680000000000001,,,,,,,,,,
0.4000000059604645,152000,1000.0,,,,,,740,0.0021770959338937245,0.175439453125,0.0003,-5.581258864700795,-0.01676347186730709,0.2,-0.02562605030834675,0.6437675058841705,0.01459865
0.4000000059604645,153000,1000.0,,,,,,,,,,,,,,,
,153600,,6187,962.95,24,75,0.7800000000000001,,,,,,,,,,
0.4000000059604645,154000,1000.0,,,,,,750,0.0012956216999668868,0.200244140625,0.0003,-5.563794019818306,-0.01307640565210022,0.2,-0.033891111612319946,0.7078029811382294,0.016876005
0.4000000059604645,155000,1000.0,,,,,,,,,,,,,,,
,155648,,6268,936.76,24,76,0.8080000000000003,,,,,,,,,,
0.4000000059604645,156000,1000.0,,,,,,760,0.002773063750282745,0.2197265625,0.0003,-5.331341212987899,-0.022683460565167478,0.2,-0.05048317462205887,0.714981347322464,0.020056603
0.4000000059604645,157000,1000.0,,,,,,,,,,,,,,,
,157696,,6350,924.7,24,77,0.8200000000000002,,,,,,,,,,
0.4000000059604645,158000,1000.0,,,,,,770,0.0018089883753873437,0.19775390625,0.0003,-5.371268653869629,-0.015176305922796018,0.2,-0.024467946961522102,0.6828714311122894,0.015162776
0.4000000059604645,159000,1000.0,,,,,,,,,,,,,,,
,159744,,6432,906.68,24,78,0.84,,,,,,,,,,
0.4000000059604645,160000,1000.0,,,,,,780,0.0023197613383217686,0.21015625,0.0003,-5.364555551111698,-0.01667782259755768,0.2,-0.0009715392370708287,0.6148238480091095,0.016466409
0.4000000059604645,161000,1000.0,,,,,,,,,,,,,,,
,161792,,6513,877.04,24,79,0.8660000000000001,,,,,,,,,,
0.4000000059604645,162000,1000.0,,,,,,790,0.002300783025657438,0.206103515625,0.0003,-5.302002660930157,-0.018292448422289453,0.2,-0.0202028788626194,0.742593914270401,0.01856874
0.4000000059604645,163000,1000.0,,,,,,,,,,,,,,,
,163840,,6596,854.98,24,80,0.8790000000000002,,,,,,,,,,
0.4000000059604645,164000,1000.0,,,,,,800,0.0010885556165021626,0.20087890625,0.0003,-5.408423925936222,-0.021279633027734234,0.2,-0.034499045461416245,0.7582075893878937,0.025798101
0.4000000059604645,165000,1000.0,,,,,,,,,,,,,,,
,165888,,6678,851.97,24,81,0.8990000000000002,,,,,,,,,,
0.5000000074505806,166000,1000.0,,,,,,810,0.0030807949274276325,0.21123046875,0.0003,-5.347721394896507,-0.011176032084040343,0.2,-0.05076850950717926,0.7445961833000183,0.017124627
0.5000000074505806,167000,1000.0,,,,,,,,,,,,,,,
,167936,,6761,828.59,24,82,0.9250000000000002,,,,,,,,,,
