time/total_timesteps,eval/mean_reward,eval/mean_ep_length,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/time_elapsed,train/policy_gradient_loss,train/n_updates,train/clip_range,train/clip_fraction,train/learning_rate,train/loss,train/value_loss,train/approx_kl,train/explained_variance,train/entropy_loss
162000,0.7000000104308128,1000.0,,,,,,-0.018872720425133594,790,0.2,0.198486328125,0.0003,-0.03186199441552162,0.0020933690089805167,0.015152764,0.8404115736484528,-4.936917185783386
163000,0.7000000104308128,1000.0,,,,,,,,,,,,,,,
163840,,,80,1.0600000000000003,246.48,24,6604,,,,,,,,,,
164000,0.7000000104308128,1000.0,,,,,,-0.019039300645818002,800,0.2,0.213818359375,0.0003,-0.023944858461618423,0.0036280654296206192,0.015763318,0.7284824252128601,-4.908885395526886
165000,0.7000000104308128,1000.0,,,,,,,,,,,,,,,
165888,,,81,1.0370000000000004,204.1,24,6687,,,,,,,,,,
166000,0.7000000104308128,1000.0,,,,,,-0.018723375810077415,810,0.2,0.201416015625,0.0003,-0.00502129876986146,0.0020167764532743604,0.019630827,0.8096763640642166,-4.862892132997513
167000,0.7000000104308128,1000.0,,,,,,,,,,,,,,,
167936,,,82,0.9860000000000003,147.0,24,6771,,,,,,,,,,
168000,0.7000000104308128,1000.0,,,,,,-0.027797277044737712,820,0.2,0.26708984375,0.0003,-0.046764977276325226,0.0006816219797656231,0.023592701,0.9512097761034966,-4.655603301525116
169000,0.7000000104308128,1000.0,,,,,,,,,,,,,,,
169984,,,83,0.9640000000000003,117.11,24,6855,,,,,,,,,,
