eval/mean_reward,eval/mean_ep_length,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/iterations,train/loss,train/entropy_loss,train/value_loss,train/learning_rate,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/n_updates,train/clip_range,train/explained_variance
,,169984,6863,1.052,24,915.95,83,,,,,,,,,,
0.800000011920929,1000.0,170000,,,,,,-0.03238509222865105,-5.654785452783107,0.001102062599191811,0.0003,0.20322265625,-0.014965773656149395,0.013304852,830,0.2,0.8557785153388977
0.800000011920929,1000.0,171000,,,,,,,,,,,,,,,
0.800000011920929,1000.0,172000,,,,,,,,,,,,,,,
,,172032,6976,1.0539999999999998,24,920.0,84,,,,,,,,,,
0.800000011920929,1000.0,173000,,,,,,0.0061370306648314,-5.672922573983669,0.002085682932956345,0.0003,0.24521484375,-0.006846672836400103,0.018602721,840,0.2,0.6754978895187378
0.800000011920929,1000.0,174000,,,,,,,,,,,,,,,
,,174080,7061,1.0570000000000002,24,911.97,85,,,,,,,,,,
0.800000011920929,1000.0,175000,,,,,,-0.015181624330580235,-5.611628495156765,0.0023436681413699033,0.0003,0.21904296875,-0.004669464883045293,0.012595087,850,0.2,0.6988667547702789
0.800000011920929,1000.0,176000,,,,,,,,,,,,,,,
,,176128,7146,1.0550000000000002,24,910.0,86,,,,,,,,,,
0.800000011920929,1000.0,177000,,,,,,-0.007867364212870598,-5.621921670436859,1.998293532379236e-05,0.0003,0.16943359375,-0.005980891959916334,0.011134803,860,0.2,0.9948314386419952
0.800000011920929,1000.0,178000,,,,,,,,,,,,,,,
,,178176,7231,1.049,24,910.0,87,,,,,,,,,,
0.800000011920929,1000.0,179000,,,,,,0.024366814643144608,-5.596483643352985,1.3475357644310293e-05,0.0003,0.265966796875,-0.006693846431517159,0.017058372,870,0.2,0.9957418236881495
0.800000011920929,1000.0,180000,,,,,,,,,,,,,,,
,,180224,7315,1.045,24,910.0,88,,,,,,,,,,
0.800000011920929,1000.0,181000,,,,,,-0.012605766765773296,-5.6153328835964205,1.0760862686121087e-05,0.0003,0.274267578125,-0.007177064739516936,0.0131610595,880,0.2,0.9945180029608309
0.800000011920929,1000.0,182000,,,,,,,,,,,,,,,
,,182272,7400,1.047,24,906.16,89,,,,,,,,,,
0.800000011920929,1000.0,183000,,,,,,-0.01951439306139946,-5.540787306427956,0.004802220356282305,0.0003,0.2263671875,-0.005553566446178593,0.01793809,890,0.2,0.48274558782577515
0.800000011920929,1000.0,184000,,,,,,,,,,,,,,,
,,184320,7484,1.0620000000000003,24,902.62,90,,,,,,,,,,
0.800000011920929,1000.0,185000,,,,,,0.007845700718462467,-5.511308559775353,0.0023966213365014255,0.0003,0.155419921875,-0.0022161559289088474,0.012983512,900,0.2,0.6501811742782593
0.800000011920929,1000.0,186000,,,,,,,,,,,,,,,
,,186368,7568,1.072,24,896.75,91,,,,,,,,,,
0.800000011920929,1000.0,187000,,,,,,-0.015596361830830574,-5.457343962788582,0.004688769961683192,0.0003,0.20068359375,-0.004317842502496205,0.014169949,910,0.2,0.47715067863464355
0.800000011920929,1000.0,188000,,,,,,,,,,,,,,,
,,188416,7652,1.0890000000000002,24,897.39,92,,,,,,,,,,
0.800000011920929,1000.0,189000,,,,,,-0.01642845757305622,-5.520840415358544,0.0023884509897960982,0.0003,0.189990234375,-0.006189264367276337,0.011100946,920,0.2,0.6504551470279694
0.800000011920929,1000.0,190000,,,,,,,,,,,,,,,
,,190464,7727,1.099,24,893.09,93,,,,,,,,,,
0.800000011920929,1000.0,191000,,,,,,0.00827038660645485,-5.495734502375126,0.003207295048005676,0.0003,0.1880859375,-0.007555996091105044,0.011797934,930,0.2,0.7354938387870789
0.800000011920929,1000.0,192000,,,,,,,,,,,,,,,
,,192512,7802,1.118,24,884.39,94,,,,,,,,,,
0.800000011920929,1000.0,193000,,,,,,0.02961324341595173,-5.494611693918705,0.00551283712093209,0.0003,0.166162109375,-0.007644638507917989,0.012989184,940,0.2,0.493577778339386
0.800000011920929,1000.0,194000,,,,,,,,,,,,,,,
,,194560,7876,1.1260000000000001,24,891.31,95,,,,,,,,,,
0.800000011920929,1000.0,195000,,,,,,0.00866100937128067,-5.50582176297903,0.004687811829569455,0.0003,0.17412109375,-0.004847506299847737,0.013920179,950,0.2,0.4291238784790039
0.800000011920929,1000.0,196000,,,,,,,,,,,,,,,
,,196608,7934,1.1380000000000003,24,865.75,96,,,,,,,,,,
0.800000011920929,1000.0,197000,,,,,,0.02065613493323326,-5.441279549896717,0.002395291816253575,0.0003,0.200048828125,-0.005947049622773193,0.015017812,960,0.2,0.7570711970329285
0.800000011920929,1000.0,198000,,,,,,,,,,,,,,,
,,198656,7989,1.1610000000000005,24,810.33,97,,,,,,,,,,
0.800000011920929,1000.0,199000,,,,,,-0.01369837298989296,-5.324350023269654,0.004592153739486094,0.0003,0.211181640625,-0.008722503218450584,0.01361464,970,0.2,0.6947683691978455
0.800000011920929,1000.0,200000,,,,,,,,,,,,,,,
,,200704,8044,1.1800000000000002,24,804.98,98,,,,,,,,,,
0.800000011920929,1000.0,201000,,,,,,0.020843293517827988,-5.418247102200985,0.004587444763842541,0.0003,0.18193359375,-0.0040985269384691495,0.009503023,980,0.2,0.5735861659049988
0.800000011920929,1000.0,202000,,,,,,,,,,,,,,,
,,202752,8099,1.1840000000000002,25,788.73,99,,,,,,,,,,
0.800000011920929,1000.0,203000,,,,,,0.01744740642607212,-5.390173344314098,0.004531288751422835,0.0003,0.179931640625,-0.003695717194932513,0.00933722,990,0.2,0.5928679704666138
0.800000011920929,1000.0,204000,,,,,,,,,,,,,,,
,,204800,8154,1.1740000000000002,25,765.02,100,,,,,,,,,,
0.800000011920929,1000.0,205000,,,,,,-0.022560041397809982,-5.345096917450428,0.002349614660897714,0.0003,0.18251953125,-0.00611070184095297,0.018566463,1000,0.2,0.7661585062742233
0.800000011920929,1000.0,206000,,,,,,,,,,,,,,,
,,206848,8209,1.1880000000000002,25,758.3,101,,,,,,,,,,
0.800000011920929,1000.0,207000,,,,,,-0.018067197874188423,-5.334213325381279,0.004720711211905382,0.0003,0.14599609375,-0.002589048052323051,0.009659,1010,0.2,0.5450319945812225
0.800000011920929,1000.0,208000,,,,,,,,,,,,,,,
,,208896,8264,1.1990000000000003,25,733.76,102,,,,,,,,,,
0.800000011920929,1000.0,209000,,,,,,-0.02035682462155819,-5.26519941687584,0.0046315575862195145,0.0003,0.144873046875,-0.003940680317464284,0.007124809,1020,0.2,0.6294543445110321
0.800000011920929,1000.0,210000,,,,,,,,,,,,,,,
,,210944,8320,1.2040000000000002,25,688.58,103,,,,,,,,,,
0.800000011920929,1000.0,211000,,,,,,-0.0048251086845994,-5.230688859522343,0.004645046700079547,0.0003,0.157470703125,-0.0035586853191489354,0.0115657095,1030,0.2,0.6607900559902191
0.800000011920929,1000.0,212000,,,,,,,,,,,,,,,
,,212992,8376,1.2240000000000002,25,668.51,104,,,,,,,,,,
0.800000011920929,1000.0,213000,,,,,,-0.020331621170043945,-5.300149703025818,0.004662621273678269,0.0003,0.17744140625,-0.005322265313589014,0.011355156,1040,0.2,0.594538003206253
0.800000011920929,1000.0,214000,,,,,,,,,,,,,,,
0.800000011920929,1000.0,215000,,,,,,,,,,,,,,,
,,215040,8450,1.2180000000000002,25,637.6,105,,,,,,,,,,
0.800000011920929,1000.0,216000,,,,,,0.03880281373858452,-5.18737355619669,0.006135904284928983,0.0003,0.196142578125,-0.006052394793368876,0.012149904,1050,0.2,0.6423972845077515
0.800000011920929,1000.0,217000,,,,,,,,,,,,,,,
,,217088,8505,1.2260000000000002,25,604.96,106,,,,,,,,,,
0.800000011920929,1000.0,218000,,,,,,-0.01263406127691269,-5.230017282068729,0.0023486599601554303,0.0003,0.166845703125,-0.006003967858850956,0.008872088,1060,0.2,0.7831801921129227
0.800000011920929,1000.0,219000,,,,,,,,,,,,,,,
,,219136,8560,1.204,25,561.5,107,,,,,,,,,,
0.800000011920929,1000.0,220000,,,,,,0.009669268503785133,-5.2652238950133325,0.0035369968753570903,0.0003,0.134716796875,-0.005757768687908537,0.012602987,1070,0.2,0.739493191242218
0.800000011920929,1000.0,221000,,,,,,,,,,,,,,,
,,221184,8614,1.1820000000000004,25,519.26,108,,,,,,,,,,
0.800000011920929,1000.0,222000,,,,,,-0.01594247855246067,-5.2643065512180325,0.005060306945767934,0.0003,0.236865234375,-0.008208337273390497,0.01785237,1080,0.2,0.6533911228179932
0.800000011920929,1000.0,223000,,,,,,,,,,,,,,,
,,223232,8669,1.1860000000000004,25,478.18,109,,,,,,,,,,
0.800000011920929,1000.0,224000,,,,,,0.004120567347854376,-5.259226326644421,0.004335798592774154,0.0003,0.200439453125,-0.01188885675437632,0.012814098,1090,0.2,0.6667202413082123
0.800000011920929,1000.0,225000,,,,,,,,,,,,,,,
,,225280,8724,1.205,25,448.8,110,,,,,,,,,,
0.800000011920929,1000.0,226000,,,,,,-0.0030426625162363052,-5.298815682530403,0.003573130666700308,0.0003,0.136767578125,-0.004834107126225717,0.010848212,1100,0.2,0.7064880728721619
0.800000011920929,1000.0,227000,,,,,,,,,,,,,,,
,,227328,8779,1.1970000000000003,25,427.27,111,,,,,,,,,,
0.800000011920929,1000.0,228000,,,,,,-0.011963240802288055,-5.291663475334644,0.0032573224591999407,0.0003,0.192041015625,-0.00880502474901732,0.013906436,1110,0.2,0.7526790499687195
0.800000011920929,1000.0,229000,,,,,,,,,,,,,,,
,,229376,8833,1.197,25,411.65,112,,,,,,,,,,
0.800000011920929,1000.0,230000,,,,,,-0.0013135906774550676,-5.249256780743599,0.005099334092574281,0.0003,0.21572265625,-0.006430674259900115,0.015412704,1120,0.2,0.5362690389156342
0.800000011920929,1000.0,231000,,,,,,,,,,,,,,,
,,231424,8888,1.1670000000000003,26,361.82,113,,,,,,,,,,
0.800000011920929,1000.0,232000,,,,,,0.001850150991231203,-5.092614990472794,0.004805570268854353,0.0003,0.1609375,-0.004607079084962606,0.013556696,1130,0.2,0.7186051607131958
0.800000011920929,1000.0,233000,,,,,,,,,,,,,,,
,,233472,8943,1.1510000000000002,26,341.02,114,,,,,,,,,,
0.800000011920929,1000.0,234000,,,,,,-0.014110246673226357,-5.0596575602889065,0.00465686123937985,0.0003,0.169140625,-0.0032710799598135052,0.009183009,1140,0.2,0.7397578954696655
0.800000011920929,1000.0,235000,,,,,,,,,,,,,,,
,,235520,8998,1.1120000000000003,26,279.01,115,,,,,,,,,,
0.800000011920929,1000.0,236000,,,,,,-0.006946929730474949,-4.935196429491043,0.004720912933635191,0.0003,0.1248046875,-0.0036253757192753256,0.010644225,1150,0.2,0.7970689982175827
0.800000011920929,1000.0,237000,,,,,,,,,,,,,,,
,,237568,9047,1.1040000000000003,26,266.63,116,,,,,,,,,,
0.800000011920929,1000.0,238000,,,,,,-0.0014257318107411265,-5.043146879971028,0.004640414799939663,0.0003,0.1771484375,-0.0037666663934942334,0.009524792,1160,0.2,0.6996800601482391
0.800000011920929,1000.0,239000,,,,,,,,,,,,,,,
,,239616,9092,1.0800000000000003,26,240.43,117,,,,,,,,,,
0.800000011920929,1000.0,240000,,,,,,-0.014658205211162567,-4.9693419054150585,0.004623442394199628,0.0003,0.16494140625,-0.004798542315256782,0.012723764,1170,0.2,0.7714072316884995
0.800000011920929,1000.0,241000,,,,,,,,,,,,,,,
,,241664,9138,1.0560000000000003,26,200.21,118,,,,,,,,,,
0.800000011920929,1000.0,242000,,,,,,-0.003152653109282255,-4.8801816061139105,0.0048832755097691916,0.0003,0.10517578125,-0.004707355888967868,0.00796885,1180,0.2,0.8067018836736679
0.800000011920929,1000.0,243000,,,,,,,,,,,,,,,
,,243712,9183,1.0480000000000005,26,193.05,119,,,,,,,,,,
0.800000011920929,1000.0,244000,,,,,,-0.08181048184633255,-4.702517196536064,0.003159658724825931,0.0003,0.3955078125,-0.027191043956554493,0.07457021,1190,0.2,0.8386017978191376
0.800000011920929,1000.0,245000,,,,,,,,,,,,,,,
,,245760,9229,1.0180000000000002,26,151.79,120,,,,,,,,,,
0.800000011920929,1000.0,246000,,,,,,-0.009820623323321342,-4.864869552850723,0.005035603910937425,0.0003,0.20712890625,-0.009563813437125646,0.014154421,1200,0.2,0.7673448622226715
0.800000011920929,1000.0,247000,,,,,,,,,,,,,,,
,,247808,9275,1.0180000000000002,26,149.62,121,,,,,,,,,,
0.800000011920929,1000.0,248000,,,,,,-0.004245954565703869,-4.748199358582497,0.004004093633238881,0.0003,0.231884765625,-0.013921981395105832,0.016145544,1210,0.2,0.8116302341222763
0.800000011920929,1000.0,249000,,,,,,,,,,,,,,,
,,249856,9322,1.0180000000000005,26,153.56,122,,,,,,,,,,
0.800000011920929,1000.0,250000,,,,,,0.005448444746434689,-4.698108698427677,0.004832562349781711,0.0003,0.19765625,-0.008103346489951946,0.010553114,1220,0.2,0.7909057438373566
0.800000011920929,1000.0,251000,,,,,,,,,,,,,,,
,,251904,9368,0.9860000000000003,26,115.87,123,,,,,,,,,,
