time/total_timesteps,eval/mean_ep_length,eval/mean_reward,time/fps,rollout/ep_len_mean,time/iterations,time/time_elapsed,rollout/ep_rew_mean,train/learning_rate,train/clip_fraction,train/approx_kl,train/n_updates,train/clip_range,train/entropy_loss,train/explained_variance,train/value_loss,train/policy_gradient_loss,train/loss
175000,1000.0,0.800000011920929,,,,,,0.0003,0.175927734375,0.011127843,850,0.2,-5.150984324514866,0.5799883306026459,0.004539025994472467,-0.004345772674423642,-0.021487487480044365
176000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
176128,,,24,553.37,86,7134,1.246,,,,,,,,,,
177000,1000.0,0.800000011920929,,,,,,0.0003,0.241357421875,0.015890982,860,0.2,-5.015160308778286,0.6092056930065155,0.002274955768388054,-0.008469534639152699,0.0001692280638962984
178000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
178176,,,24,542.18,87,7218,1.2420000000000002,,,,,,,,,,
179000,1000.0,0.7000000104308128,,,,,,0.0003,0.159326171875,0.012396261,870,0.2,-4.962285494804382,0.5538368225097656,0.00452438718260737,-0.0044236099842237305,0.011738901026546955
180000,1000.0,0.7000000104308128,,,,,,,,,,,,,,,
180224,,,24,545.25,88,7302,1.2410000000000003,,,,,,,,,,
181000,1000.0,0.7000000104308128,,,,,,0.0003,0.242626953125,0.016989835,880,0.2,-4.994182108342647,0.6603692471981049,0.002275358898623381,-0.009895008793682792,-0.023891674354672432
182000,1000.0,0.7000000104308128,,,,,,,,,,,,,,,
182272,,,24,524.93,89,7387,1.2200000000000002,,,,,,,,,,
183000,1000.0,0.7000000104308128,,,,,,0.0003,0.14775390625,0.01078036,890,0.2,-4.846930871903896,0.672989010810852,0.004321400793901376,-0.006346164434216916,0.014602974988520145
184000,1000.0,0.7000000104308128,,,,,,,,,,,,,,,
184320,,,24,526.17,90,7470,1.2190000000000003,,,,,,,,,,
185000,1000.0,0.7000000104308128,,,,,,0.0003,0.1970703125,0.013575515,900,0.2,-4.911322097480297,0.6190762519836426,0.0021082701179068407,-0.004968324469518848,0.011073758825659752
186000,1000.0,0.7000000104308128,,,,,,,,,,,,,,,
186368,,,24,529.57,91,7554,1.213,,,,,,,,,,
187000,1000.0,0.7000000104308128,,,,,,0.0003,0.139599609375,0.013133695,910,0.2,-4.93158932030201,0.716902881860733,0.0021578099777968874,-0.0028301689628278835,0.028648314997553825
188000,1000.0,0.7000000104308128,,,,,,,,,,,,,,,
188416,,,24,536.33,92,7638,1.221,,,,,,,,,,
189000,1000.0,0.800000011920929,,,,,,0.0003,0.164794921875,0.012196616,920,0.2,-4.804254807531834,0.6784889698028564,0.004446961733606258,-0.0049678718612995,-0.01822756789624691
190000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
190464,,,24,540.75,93,7714,1.2220000000000004,,,,,,,,,,
191000,1000.0,0.800000011920929,,,,,,0.0003,0.160498046875,0.011649065,930,0.2,-4.7765120819211,0.6792228519916534,0.0041226009658657855,-0.00907041587634012,-0.03420436382293701
192000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
192512,,,24,540.71,94,7788,1.2130000000000003,,,,,,,,,,
193000,1000.0,0.800000011920929,,,,,,0.0003,0.205419921875,0.018173475,940,0.2,-4.789118246734143,0.7251261174678802,0.0024578417037020017,-0.005230689540621824,0.00036698475014418364
194000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
194560,,,24,549.26,95,7863,1.2220000000000002,,,,,,,,,,
195000,1000.0,0.7000000104308128,,,,,,0.0003,0.185546875,0.013607632,950,0.2,-4.707546009123325,0.5865402221679688,0.00445956787070827,-0.004112590494332835,0.02347744069993496
196000,1000.0,0.7000000104308128,,,,,,,,,,,,,,,
196608,,,24,549.1,96,7924,1.2220000000000002,,,,,,,,,,
197000,1000.0,0.7000000104308128,,,,,,0.0003,0.118408203125,0.011556499,960,0.2,-4.708405037224293,0.6820877492427826,0.0036396507911831575,-0.004621404898352921,-0.003512116614729166
198000,1000.0,0.7000000104308128,,,,,,,,,,,,,,,
198656,,,24,544.54,97,7978,1.214,,,,,,,,,,
199000,1000.0,0.7000000104308128,,,,,,0.0003,0.152685546875,0.009906119,970,0.2,-4.724284011125564,0.5726031959056854,0.004693791937393143,-0.0037458428618265317,-0.020296981558203697
200000,1000.0,0.7000000104308128,,,,,,,,,,,,,,,
200704,,,24,559.92,98,8033,1.222,,,,,,,,,,
201000,1000.0,0.800000011920929,,,,,,0.0003,0.182958984375,0.012732292,980,0.2,-4.797109244763851,0.6575992703437805,0.0024041068831678557,-0.003345929441275075,0.0031760013662278652
202000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
202752,,,25,553.18,99,8088,1.214,,,,,,,,,,
203000,1000.0,0.800000011920929,,,,,,0.0003,0.18818359375,0.01220483,990,0.2,-4.846472270786762,0.8100958913564682,0.0014472302221406608,-0.011339838430285454,-0.02633587270975113
204000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
204800,,,25,535.74,100,8143,1.1980000000000002,,,,,,,,,,
205000,1000.0,0.800000011920929,,,,,,0.0003,0.23193359375,0.020154182,1000,0.2,-4.825707285106182,0.6343846619129181,0.005415003331427215,-0.013005114780389704,0.0008017849177122116
206000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
206848,,,25,516.73,101,8197,1.1910000000000003,,,,,,,,,,
207000,1000.0,0.800000011920929,,,,,,0.0003,0.216845703125,0.013739407,1010,0.2,-4.765250837802887,0.6248011589050293,0.004745336916130327,-0.007125351918512024,-0.007189648691564798
208000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
208896,,,25,530.03,102,8252,1.2010000000000003,,,,,,,,,,
209000,1000.0,0.800000011920929,,,,,,0.0003,0.20615234375,0.014570907,1020,0.2,-4.69544076025486,0.5780828297138214,0.004567164640911869,-0.009067406074609607,-0.01566910743713379
210000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
210944,,,25,534.71,103,8308,1.2010000000000003,,,,,,,,,,
211000,1000.0,0.800000011920929,,,,,,0.0003,0.1603515625,0.013008699,1030,0.2,-4.624758273363113,0.6012353003025055,0.004426380295035415,-0.003982364785042591,-0.04576147720217705
212000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
212992,,,25,510.88,104,8363,1.2150000000000003,,,,,,,,,,
213000,1000.0,0.800000011920929,,,,,,0.0003,0.186083984375,0.014237032,1040,0.2,-4.553896442055702,0.7053909003734589,0.00437945149094503,-0.007837159393238835,-0.011776641011238098
214000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
215000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
215040,,,25,498.6,105,8437,1.2090000000000003,,,,,,,,,,
216000,1000.0,0.800000011920929,,,,,,0.0003,0.174951171875,0.012100108,1050,0.2,-4.609533841907978,0.8358480930328369,0.0017609884310445523,-0.015149457490770147,-0.04047961160540581
217000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
217088,,,25,400.42,106,8491,1.1510000000000002,,,,,,,,,,
218000,1000.0,0.800000011920929,,,,,,0.0003,0.203564453125,0.015328443,1060,0.2,-4.3957598730921745,0.8060523420572281,0.004703933296741525,-0.012451271372265182,-0.028951585292816162
219000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
219136,,,25,360.75,107,8546,1.1370000000000002,,,,,,,,,,
220000,1000.0,0.800000011920929,,,,,,0.0003,0.152392578125,0.011424804,1070,0.2,-4.3928140416741375,0.7754058837890625,0.004524202052243709,-0.005263347242726013,-0.012356232851743698
221000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
221184,,,25,331.04,108,8600,1.1220000000000003,,,,,,,,,,
222000,1000.0,0.800000011920929,,,,,,0.0003,0.15078125,0.01149548,1080,0.2,-4.4357669860124584,0.8095951676368713,0.004373081219955566,-0.005044880090281367,0.006167523562908173
223000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
223232,,,25,307.73,109,8655,1.1070000000000004,,,,,,,,,,
224000,1000.0,0.800000011920929,,,,,,0.0003,0.14189453125,0.01158466,1090,0.2,-4.461118295788765,0.7551207393407822,0.004452965102632334,-0.005352642227080651,-0.012026628479361534
225000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
225280,,,25,220.94,110,8710,1.0620000000000003,,,,,,,,,,
226000,1000.0,0.800000011920929,,,,,,0.0003,0.096484375,0.008086044,1100,0.2,-4.260272800177336,0.8577192425727844,0.0037681847732073948,-0.006769942949176766,0.02362382411956787
227000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
227328,,,25,168.17,111,8765,1.0220000000000005,,,,,,,,,,
228000,1000.0,0.800000011920929,,,,,,0.0003,0.151513671875,0.011526825,1110,0.2,-4.310954781621694,0.8041762113571167,0.004800002166552986,-0.009383064220310188,0.01329959835857153
229000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
229376,,,26,140.38,112,8820,1.0110000000000003,,,,,,,,,,
230000,1000.0,0.800000011920929,,,,,,0.0003,0.169921875,0.010811313,1120,0.2,-4.288794808089733,0.7992291748523712,0.004634106324124332,-0.007016440515872091,0.03450914844870567
231000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
231424,,,26,137.81,113,8875,1.0110000000000006,,,,,,,,,,
232000,1000.0,0.800000011920929,,,,,,0.0003,0.128662109375,0.009146907,1130,0.2,-4.17049640417099,0.8232945501804352,0.004563904045937761,-0.003224163956474513,0.01293481606990099
233000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
233472,,,26,116.08,114,8930,0.9950000000000003,,,,,,,,,,
234000,1000.0,0.800000011920929,,,,,,0.0003,0.104052734375,0.0077742753,1140,0.2,-4.144546315819025,0.8350786864757538,0.0044456427435761725,-0.0033845263009425254,-0.00011078920215368271
235000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
235520,,,26,104.34,115,8985,0.9790000000000003,,,,,,,,,,
236000,1000.0,0.800000011920929,,,,,,0.0003,0.20908203125,0.017722469,1150,0.2,-4.410581155121326,0.8620284199714661,0.0026772301260507446,-0.008815848239464685,-0.0015872479416429996
237000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
237568,,,26,112.93,116,9037,0.9760000000000004,,,,,,,,,,
238000,1000.0,0.800000011920929,,,,,,0.0003,0.20947265625,0.01687774,1160,0.2,-4.274879333376885,0.8891407698392868,0.0024514663503168777,-0.009837672079447657,0.025549905374646187
239000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
239616,,,26,101.32,117,9084,0.9680000000000004,,,,,,,,,,
240000,1000.0,0.800000011920929,,,,,,0.0003,0.18369140625,0.015697677,1170,0.2,-3.874077770113945,0.859228253364563,0.0046362886888118736,-0.008693976790527812,-0.016295138746500015
241000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
241664,,,26,86.19,118,9131,0.9600000000000003,,,,,,,,,,
242000,1000.0,0.800000011920929,,,,,,0.0003,0.165966796875,0.010719968,1180,0.2,-3.809599493443966,0.8674070537090302,0.004697814399196432,-0.006637553678592667,-0.016159944236278534
243000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
243712,,,26,67.11,119,9177,0.9560000000000005,,,,,,,,,,
244000,1000.0,0.800000011920929,,,,,,0.0003,0.17177734375,0.012406422,1190,0.2,-3.67606206536293,0.8918747380375862,0.0042903211392285815,-0.009293378802249208,-0.001165010966360569
245000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
245760,,,26,58.73,120,9224,0.9480000000000004,,,,,,,,,,
246000,1000.0,0.800000011920929,,,,,,0.0003,0.154541015625,0.011865003,1200,0.2,-3.58852998316288,0.8907120674848557,0.004499721085903729,-0.006897391150414478,-0.0025583654642105103
247000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
247808,,,26,47.59,121,9271,0.9320000000000005,,,,,,,,,,
248000,1000.0,0.800000011920929,,,,,,0.0003,0.1818359375,0.02538526,1210,0.2,-3.3560847364366055,0.909545511007309,0.00440238703470186,-0.011142047369503416,-0.009117321111261845
249000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
249856,,,26,43.2,122,9317,0.9300000000000004,,,,,,,,,,
250000,1000.0,0.800000011920929,,,,,,0.0003,0.198046875,0.015995432,1220,0.2,-3.3613380298018454,0.9205526039004326,0.003492143672212933,-0.00902405269735027,-0.034328021109104156
251000,1000.0,0.800000011920929,,,,,,,,,,,,,,,
251904,,,26,43.66,123,9363,0.9300000000000004,,,,,,,,,,
