eval/mean_reward,time/total_timesteps,eval/mean_ep_length,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/policy_gradient_loss,train/loss,train/clip_range,train/learning_rate,train/entropy_loss,train/explained_variance,train/clip_fraction,train/value_loss,train/approx_kl,train/n_updates
,32768,,0,-1683715400181889024,16,5.74,0.3999999999999999,,,,,,,,,,
0.4,33000,5.0,,,,,,-0.016849387082038446,-0.0025646649301052094,0.2,0.0003,-0.5722049907781184,-1.0449790954589844,0.685009765625,0.00042417628001771844,25.153196,320
0.4,34000,5.0,,,,,,,,,,,,,,,
,34816,,0,-1683715400181889024,17,5.17,0.3999999999999999,,,,,,,,,,
0.4,35000,5.0,,,,,,-0.0306818471319275,-0.05226472392678261,0.2,0.0003,-0.6100666906684638,-0.9934871196746826,0.742138671875,0.00040798568164177593,43.097122,340
0.4,36000,5.0,,,,,,,,,,,,,,,
,36864,,0,-1683715400181889024,18,5.1,0.3999999999999999,,,,,,,,,,
0.4,37000,5.0,,,,,,-0.03770975666120648,-0.07684537768363953,0.2,0.0003,-0.5496243407018483,-1.0965871810913086,0.8037109375,6.88261748308605e-05,133.25693,360
0.4,38000,5.0,,,,,,,,,,,,,,,
,38912,,0,-1683715400181888768,19,5.08,0.3999999999999999,,,,,,,,,,
0.4,39000,5.0,,,,,,-0.026956055988557638,-0.02353520318865776,0.2,0.0003,-0.5132120592519641,-1.0675230026245117,0.80029296875,0.00020654315795560764,38.68827,380
0.4,40000,5.0,,,,,,,,,,,,,,,
,40960,,0,-1683715400181888768,20,5.03,0.3999999999999999,,,,,,,,,,
0.4,41000,5.0,,,,,,-0.021939113052212633,-0.018781352788209915,0.2,0.0003,-0.33343339334242045,-0.878390908241272,0.796435546875,0.0004832404602382212,36.926117,400
0.4,42000,5.0,,,,,,,,,,,,,,,
0.4,43000,5.0,,,,,,,,,,,,,,,
,43008,,0,-1683715400181888768,21,5.08,0.3999999999999999,,,,,,,,,,
0.4,44000,5.0,,,,,,-0.02744491648627445,-0.03095359355211258,0.2,0.0003,-0.3128293394111097,-1.0776691436767578,0.6171875,0.0006330270373936742,203.05453,420
0.4,45000,5.0,,,,,,,,,,,,,,,
,45056,,0,-1683715400181888512,22,5.03,0.3999999999999999,,,,,,,,,,
0.4,46000,5.0,,,,,,-0.007911299096303993,0.0026985250879079103,0.2,0.0003,-0.2754008521791548,-1.097545862197876,0.6078125,0.00027278578030554,218.07721,440
0.4,47000,5.0,,,,,,,,,,,,,,,
,47104,,0,-1683715400181888512,23,5.07,0.3999999999999999,,,,,,,,,,
0.4,48000,5.0,,,,,,-0.02510301502479706,-0.07109853625297546,0.2,0.0003,-0.24084214679896832,-0.9903143644332886,0.590234375,0.000365484081802947,16.950186,460
0.4,49000,5.0,,,,,,,,,,,,,,,
,49152,,0,-1683715400181888512,24,5.06,0.3999999999999999,,,,,,,,,,
0.4,50000,5.0,,,,,,-0.04313144168118015,-0.07188452035188675,0.2,0.0003,-0.18492398920934647,-0.9713256359100342,0.403955078125,0.0005571605657308965,19.311754,480
0.4,51000,5.0,,,,,,,,,,,,,,,
,51200,,0,-1683715400181888256,25,5.12,0.3999999999999999,,,,,,,,,,
